Shipment_ID,Origin,Destination,Transport_Mode,Cargo_Type,Weight_KG,Volume_CBM,Distance_KM,Container_Type,Fuel_Price,Season,Carrier,Transit_Days,Actual_Freight_Price_INR
SHP04202B,Bengaluru,Shanghai,Sea,Machinery,4202.0,0.5,8364.0,40FT_HC,81.56,Off_Peak,Carrier_B,19.0,61160.0
SHP04203A,Mumbai,Shanghai,Sea,General Merchandise,4203.0,8.0,3873.0,AIR_CARGO,75.29,Off_Peak,Carrier_D,11.0,35770.0
SHP04204P,Pune,Dubai,Road,Chemicals,4204.0,12.6,1529.0,AIR_CARGO,78.22,Normal,Carrier_B,7.0,38463.0
SHP04205K,Kolkata,Shanghai,Sea,Machinery,4205.0,0.5,5391.0,40FT,105.39,Normal,Carrier_E,10.0,70219.0
SHP04206H,Hyderabad,Singapore,Sea,Pharmaceuticals,4206.0,10.41,7558.0,AIR_CARGO,76.34,Peak,Carrier_E,13.0,57177.0
SHP04207M,Mumbai,New York,Sea,Automotive Parts,4207.0,11.81,1532.0,20FT,90.99,Peak,Carrier_D,4.0,54742.0
SHP04208A,Mumbai,Singapore,Sea,Chemicals,4208.0,2.49,6462.0,AIR_CARGO,114.43,Normal,Carrier_B,14.0,88794.0
SHP04209K,Kolkata,Colombo,Sea,Machinery,4209.0,0.5,6421.0,40FT,106.81,Normal,Carrier_C,13.0,75669.0
SHP04210C,Chennai,Singapore,Sea,Pharmaceuticals,4210.0,4.34,7729.0,LCL,105.02,Normal,Carrier_B,9.0,82422.0
SHP04211K,Kolkata,Hamburg,Sea,Pharmaceuticals,4211.0,2.12,3313.0,LCL,85.99,Normal,Carrier_C,4.0,40961.0
SHP04212A,Mumbai,Jebel Ali,Sea,Pharmaceuticals,4212.0,0.5,737.0,20FT,100.67,Peak,Carrier_E,3.0,45151.0
SHP04213M,Mumbai,New York,Sea,Automotive Parts,4213.0,8.94,4236.0,LCL,94.95,Normal,Carrier_E,11.0,56045.0
SHP04214B,Bengaluru,Jebel Ali,Sea,Electronics,4214.0,6.88,5084.0,AIR_CARGO,99.95,Off_Peak,Carrier_B,9.0,61344.0
SHP04215D,Delhi,Los Angeles,Sea,Automotive Parts,4215.0,3.91,7811.0,40FT,92.43,Normal,Carrier_E,18.0,80128.0
SHP04216B,Bengaluru,Singapore,Air,Automotive Parts,4216.0,8.59,11197.0,20FT,96.24,Peak,Carrier_D,19.0,423399.0
SHP04217M,Mumbai,Jebel Ali,Sea,Furniture,4217.0,0.64,2839.0,LCL,114.54,Off_Peak,Carrier_A,8.0,49400.0
SHP04218A,Mumbai,Shanghai,Sea,General Merchandise,4218.0,6.19,8404.0,AIR_CARGO,88.17,Normal,Carrier_C,18.0,71113.0
SHP04219M,Mumbai,Rotterdam,Sea,Pharmaceuticals,4219.0,0.5,1620.0,AIR_CARGO,83.66,Normal,Carrier_E,6.0,110910.0
SHP04220P,Pune,Rotterdam,Sea,Machinery,4220.0,9.91,2692.0,40FT_HC,92.94,Normal,Carrier_C,5.0,49034.0
SHP04221C,Chennai,Shanghai,Sea,Chemicals,4221.0,0.5,6355.0,40FT_HC,95.97,Normal,Carrier_B,10.0,73603.0
SHP04222K,Kolkata,Jebel Ali,Sea,General Merchandise,4222.0,16.68,8646.0,40FT,78.43,Normal,Carrier_D,19.0,69702.0
SHP04223P,Pune,Colombo,Road,Pharmaceuticals,4223.0,9.36,10374.0,20FT,107.24,Normal,Carrier_C,18.0,137976.0
SHP04224K,Kolkata,Shanghai,Air,Textiles,4224.0,12.67,9055.0,LCL,91.88,Normal,Carrier_E,17.0,254916.0
SHP04225B,Bengaluru,New York,Sea,Automotive Parts,4225.0,9.49,677.0,LCL,91.53,Peak,Carrier_A,6.0,28851.0
SHP04226A,Mumbai,London,Air,Textiles,4226.0,21.17,8365.0,AIR_CARGO,101.35,Normal,Carrier_D,18.0,420379.0
SHP04227D,Delhi,Hamburg,Sea,Pharmaceuticals,4227.0,4.58,9984.0,LCL,105.93,Normal,Carrier_B,21.0,101421.0
SHP04228D,Delhi,Colombo,Sea,General Merchandise,4228.0,11.68,6544.0,40FT,114.44,Normal,Carrier_E,15.0,95061.0
SHP04229C,Chennai,New York,Sea,Machinery,4229.0,16.45,11604.0,40FT_HC,81.94,Normal,Carrier_D,24.0,89125.0
SHP04230M,Mumbai,Jebel Ali,Sea,General Merchandise,4230.0,13.75,550.0,AIR_CARGO,88.82,Peak,Carrier_E,3.0,46303.0
SHP04231C,Chennai,Colombo,Air,Furniture,4231.0,6.59,9915.0,20FT,81.73,Peak,Carrier_B,18.0,247421.0
SHP04232K,Kolkata,Colombo,Sea,Machinery,4232.0,17.96,4350.0,AIR_CARGO,110.23,Normal,Carrier_B,15.0,90005.0
SHP04233H,Hyderabad,Jebel Ali,Sea,Machinery,4233.0,5.06,7980.0,LCL,96.94,Peak,Carrier_A,16.0,79844.0
SHP04234H,Hyderabad,Shanghai,Road,Pharmaceuticals,4234.0,10.18,8475.0,40FT,109.1,Normal,Carrier_D,18.0,147880.0
SHP04235H,Hyderabad,Jebel Ali,Sea,Electronics,4235.0,10.86,4022.0,20FT,114.41,Normal,Carrier_A,10.0,67740.0
SHP04236M,Mumbai,Singapore,Sea,Pharmaceuticals,4236.0,2.72,11947.0,AIR_CARGO,97.01,Normal,Carrier_A,23.0,101133.0
SHP04237C,Chennai,Singapore,Sea,Automotive Parts,4237.0,7.46,1687.0,LCL,79.73,Normal,Carrier_A,4.0,28728.0
SHP04238P,Pune,Hamburg,Air,General Merchandise,4238.0,18.17,2306.0,AIR_CARGO,89.45,Normal,Carrier_C,9.0,186818.0
SHP04239A,Mumbai,Rotterdam,Sea,Machinery,4239.0,7.58,10760.0,20FT,76.45,Peak,Carrier_B,20.0,247734.0
SHP04240B,Bengaluru,Dubai,Sea,Pharmaceuticals,4240.0,24.08,1871.0,LCL,108.97,Normal,Carrier_A,6.0,60631.0
SHP04241K,Kolkata,Hamburg,Air,Pharmaceuticals,4241.0,6.48,4885.0,40FT_HC,75.72,Peak,Carrier_C,13.0,131984.0
SHP04242H,Hyderabad,Hamburg,Sea,General Merchandise,4242.0,6.03,8931.0,20FT,98.69,Normal,Carrier_C,18.0,76779.0
SHP04243A,Mumbai,London,Air,General Merchandise,4243.0,6.97,9602.0,40FT_HC,79.25,Peak,Carrier_C,19.0,214000.0
SHP04244D,Delhi,Dubai,Sea,Furniture,4244.0,0.97,11479.0,40FT_HC,75.3,Normal,Carrier_A,25.0,71531.0
SHP04245P,Pune,Rotterdam,Sea,Machinery,4245.0,0.5,9580.0,LCL,85.25,Normal,Carrier_C,19.0,66056.0
SHP04246C,Chennai,Colombo,Road,Chemicals,4246.0,6.09,10212.0,AIR_CARGO,97.07,Peak,Carrier_A,16.0,134980.0
SHP04247K,Kolkata,Dubai,Sea,Furniture,4247.0,3.03,11418.0,AIR_CARGO,78.0,Peak,Carrier_D,26.0,79824.0
SHP04248K,Kolkata,London,Sea,Textiles,4248.0,2.96,6867.0,40FT,99.6,Normal,Carrier_B,13.0,67346.0
SHP04249D,Delhi,Los Angeles,Sea,Automotive Parts,4249.0,0.5,4449.0,20FT,101.88,Normal,Carrier_E,11.0,61158.0
SHP04250P,Pune,Hamburg,Road,Automotive Parts,4250.0,13.67,9259.0,20FT,113.79,Off_Peak,Carrier_A,16.0,136560.0
SHP04251D,Delhi,Jebel Ali,Sea,Chemicals,4251.0,9.43,2381.0,LCL,110.98,Peak,Carrier_B,5.0,61450.0
SHP04252D,Delhi,Hamburg,Sea,Electronics,4252.0,0.5,1285.0,LCL,97.67,Normal,Carrier_A,3.0,28087.0
SHP04253H,Hyderabad,Shanghai,Sea,Furniture,4253.0,1.27,9531.0,40FT,106.73,Normal,Carrier_D,20.0,99616.0
SHP04254P,Pune,London,Sea,Chemicals,4254.0,3.73,11433.0,40FT,89.55,Normal,Carrier_B,21.0,85898.0
SHP04255H,Hyderabad,Hamburg,Sea,Electronics,4255.0,7.23,5588.0,40FT_HC,98.43,Normal,Carrier_B,16.0,75981.0
SHP04256C,Chennai,Hamburg,Air,Electronics,4256.0,5.38,2353.0,40FT,91.13,Normal,Carrier_C,6.0,113436.0
SHP04257D,Delhi,Dubai,Road,Chemicals,4257.0,2.89,6216.0,AIR_CARGO,88.48,Normal,Carrier_A,15.0,69911.0
SHP04258B,Bengaluru,Dubai,Sea,Automotive Parts,4258.0,5.23,5023.0,40FT_HC,104.11,Normal,Carrier_A,11.0,67862.0
SHP04259K,Kolkata,Jebel Ali,Sea,Textiles,4259.0,0.74,4783.0,40FT,86.87,Peak,Carrier_E,13.0,51956.0
SHP04260P,Pune,New York,Sea,Automotive Parts,4260.0,8.27,7723.0,AIR_CARGO,90.22,Normal,Carrier_C,12.0,69657.0
SHP04261D,Delhi,Shanghai,Sea,Pharmaceuticals,4261.0,13.64,2509.0,AIR_CARGO,89.69,Normal,Carrier_C,5.0,42892.0
SHP04262P,Pune,Jebel Ali,Road,Automotive Parts,4262.0,6.71,4876.0,40FT_HC,109.82,Normal,Carrier_E,10.0,92402.0
SHP04263K,Kolkata,Los Angeles,Sea,Automotive Parts,4263.0,0.5,10490.0,40FT_HC,81.82,Peak,Carrier_C,20.0,78741.0
SHP04264M,Mumbai,Shanghai,Sea,Furniture,4264.0,9.21,8891.0,AIR_CARGO,90.26,Normal,Carrier_C,19.0,71799.0
SHP04265A,Mumbai,Dubai,Air,Chemicals,4265.0,0.5,1139.0,LCL,110.51,Normal,Carrier_D,5.0,103956.0
SHP04266M,Mumbai,Hamburg,Sea,Chemicals,4266.0,6.94,6410.0,40FT_HC,75.61,Peak,Carrier_B,14.0,52555.0
SHP04267D,Delhi,Colombo,Sea,Pharmaceuticals,4267.0,16.32,1550.0,20FT,112.91,Normal,Carrier_E,5.0,64106.0
SHP04268K,Kolkata,Hamburg,Sea,Pharmaceuticals,4268.0,8.79,11511.0,LCL,110.96,Normal,Carrier_D,28.0,117220.0
SHP04269A,Mumbai,Rotterdam,Sea,Furniture,4269.0,6.69,3313.0,20FT,91.71,Off_Peak,Carrier_D,9.0,139364.0
SHP04270M,Mumbai,Jebel Ali,Road,Chemicals,4270.0,0.5,11225.0,40FT,101.12,Normal,Carrier_D,18.0,148153.0
SHP04271D,Delhi,Shanghai,Sea,Automotive Parts,4271.0,2.74,10091.0,40FT_HC,114.64,Normal,Carrier_C,22.0,106410.0
SHP04272K,Kolkata,Colombo,Road,Textiles,4272.0,13.83,6841.0,40FT_HC,97.2,Normal,Carrier_E,16.0,111941.0
SHP04273D,Delhi,Rotterdam,Sea,Electronics,4273.0,3.66,4368.0,AIR_CARGO,78.88,Off_Peak,Carrier_C,12.0,41643.0
SHP04274H,Hyderabad,Los Angeles,Sea,General Merchandise,4274.0,15.23,10366.0,40FT_HC,109.15,Normal,Carrier_C,22.0,124800.0
SHP04275K,Kolkata,Hamburg,Sea,Electronics,4275.0,6.64,2257.0,20FT,80.37,Normal,Carrier_D,4.0,30524.0
SHP04276M,Mumbai,New York,Sea,Pharmaceuticals,4276.0,7.37,2570.0,LCL,85.29,Peak,Carrier_A,8.0,36831.0
SHP04277D,Delhi,London,Sea,Pharmaceuticals,4277.0,0.5,3084.0,40FT,109.94,Normal,Carrier_E,8.0,61865.0
SHP04278P,Pune,Rotterdam,Sea,Electronics,4278.0,13.26,7374.0,LCL,85.24,Peak,Carrier_E,17.0,76884.0
SHP04279M,Mumbai,Hamburg,Sea,General Merchandise,4279.0,0.5,4115.0,20FT,104.8,Normal,Carrier_D,13.0,66012.0
SHP04280D,Delhi,Hamburg,Sea,Automotive Parts,4280.0,8.43,11876.0,40FT,92.91,Normal,Carrier_D,23.0,90938.0
SHP04281P,Pune,Shanghai,Sea,Textiles,4281.0,7.72,2744.0,AIR_CARGO,105.39,Off_Peak,Carrier_B,9.0,49354.0
SHP04282P,Pune,Shanghai,Air,Textiles,4282.0,17.46,9765.0,40FT_HC,84.29,Off_Peak,Carrier_D,22.0,270955.0
SHP04283C,Chennai,New York,Sea,Electronics,4283.0,0.5,1602.0,40FT_HC,91.78,Normal,Carrier_C,5.0,38601.0
SHP04284P,Pune,Rotterdam,Sea,General Merchandise,4284.0,11.39,4565.0,AIR_CARGO,87.73,Normal,Carrier_D,14.0,54614.0
SHP04285M,Mumbai,Dubai,Sea,Furniture,4285.0,5.59,3303.0,20FT,84.96,Off_Peak,Carrier_E,10.0,36308.0
SHP04286M,Mumbai,Shanghai,Sea,Pharmaceuticals,4286.0,0.5,11734.0,AIR_CARGO,87.58,Off_Peak,Carrier_A,22.0,61807.0
SHP04287B,Bengaluru,London,Road,Machinery,4287.0,9.55,796.0,20FT,87.92,Off_Peak,Carrier_A,4.0,27246.0
SHP04288A,Mumbai,Hamburg,Sea,Automotive Parts,4288.0,2.49,8799.0,40FT,113.22,Normal,Carrier_C,20.0,95815.0
SHP04289H,Hyderabad,Hamburg,Sea,Furniture,4289.0,2.3,3349.0,LCL,96.33,Normal,Carrier_A,12.0,52313.0
SHP04290M,Mumbai,Los Angeles,Sea,Electronics,4290.0,2.5,9829.0,LCL,93.48,Peak,Carrier_D,21.0,319744.0
SHP04291K,Kolkata,Los Angeles,Sea,Textiles,4291.0,7.46,4079.0,AIR_CARGO,95.13,Off_Peak,Carrier_A,10.0,49705.0
SHP04292A,Mumbai,New York,Sea,Pharmaceuticals,4292.0,0.5,2654.0,40FT_HC,114.85,Peak,Carrier_D,9.0,77541.0
SHP04293P,Pune,Rotterdam,Sea,Furniture,4293.0,5.31,8470.0,AIR_CARGO,101.14,Normal,Carrier_B,17.0,85259.0
SHP04294D,Delhi,Singapore,Road,Furniture,4294.0,3.35,3462.0,40FT_HC,103.14,Normal,Carrier_E,6.0,65488.0
SHP04295C,Chennai,Colombo,Sea,Chemicals,4295.0,4.7,6084.0,AIR_CARGO,87.54,Peak,Carrier_C,14.0,68065.0
SHP04296K,Kolkata,Shanghai,Sea,Chemicals,4296.0,12.97,2013.0,AIR_CARGO,93.86,Off_Peak,Carrier_B,5.0,39164.0
SHP04297A,Mumbai,Rotterdam,Sea,General Merchandise,4297.0,9.28,8833.0,LCL,82.36,Normal,Carrier_A,23.0,57565.0
SHP04298K,Kolkata,Hamburg,Sea,General Merchandise,4298.0,6.66,5179.0,40FT_HC,102.41,Peak,Carrier_C,12.0,75449.0
SHP04299K,Kolkata,Jebel Ali,Sea,Electronics,4299.0,4.51,2117.0,LCL,88.78,Off_Peak,Carrier_D,7.0,29432.0
SHP04300K,Kolkata,Los Angeles,Sea,Furniture,4300.0,14.62,9028.0,40FT_HC,104.93,Normal,Carrier_B,17.0,106600.0
SHP04301A,Mumbai,Colombo,Sea,Machinery,4301.0,0.5,1689.0,40FT,83.53,Off_Peak,Carrier_E,8.0,28149.0
SHP04302C,Chennai,Shanghai,Road,Textiles,4302.0,3.94,7110.0,40FT,91.14,Normal,Carrier_E,15.0,84723.0
SHP04303P,Pune,Dubai,Air,Electronics,4303.0,11.31,7486.0,40FT,93.85,Normal,Carrier_B,15.0,275458.0
SHP04304B,Bengaluru,Dubai,Sea,Machinery,4304.0,1.76,11199.0,20FT,81.66,Normal,Carrier_B,22.0,74889.0
SHP04305H,Hyderabad,Los Angeles,Sea,Pharmaceuticals,4305.0,1.06,2236.0,LCL,77.78,Normal,Carrier_B,3.0,87718.0
SHP04306P,Pune,Rotterdam,Sea,General Merchandise,4306.0,13.05,8013.0,LCL,87.68,Normal,Carrier_A,16.0,61420.0
SHP04307M,Mumbai,Shanghai,Sea,Chemicals,4307.0,0.5,4879.0,40FT,96.8,Off_Peak,Carrier_E,12.0,56304.0
SHP04308A,Mumbai,Colombo,Sea,Automotive Parts,4308.0,3.75,5109.0,AIR_CARGO,101.11,Peak,Carrier_E,8.0,74813.0
SHP04309K,Kolkata,Hamburg,Air,Furniture,4309.0,0.5,6271.0,LCL,92.01,Normal,Carrier_A,15.0,179908.0
SHP04310P,Pune,Rotterdam,Sea,Pharmaceuticals,4310.0,12.26,3189.0,40FT_HC,95.01,Off_Peak,Carrier_C,7.0,109139.0
SHP04311M,Mumbai,Los Angeles,Sea,Chemicals,4311.0,12.69,5804.0,LCL,96.73,Normal,Carrier_E,13.0,69713.0
SHP04312A,Mumbai,New York,Road,Textiles,4312.0,6.54,8399.0,LCL,95.48,Normal,Carrier_C,13.0,102061.0
SHP04313M,Mumbai,Singapore,Sea,Textiles,4313.0,0.51,5757.0,40FT_HC,78.61,Normal,Carrier_C,13.0,47574.0
SHP04314K,Kolkata,Rotterdam,Sea,Chemicals,4314.0,11.32,989.0,40FT,91.2,Peak,Carrier_C,2.0,43519.0
SHP04315B,Bengaluru,London,Road,Pharmaceuticals,4315.0,0.5,3465.0,40FT,83.17,Peak,Carrier_E,8.0,53238.0
SHP04316A,Mumbai,Shanghai,Sea,Chemicals,4316.0,11.16,4542.0,40FT_HC,96.35,Off_Peak,Carrier_D,7.0,55949.0
SHP04317M,Mumbai,Dubai,Air,Machinery,4317.0,10.02,4579.0,LCL,105.32,Normal,Carrier_C,9.0,203369.0
SHP04318D,Delhi,London,Sea,Electronics,4318.0,6.95,1432.0,LCL,98.18,Normal,Carrier_D,4.0,39447.0
SHP04319M,Mumbai,Rotterdam,Sea,General Merchandise,4319.0,8.71,5670.0,40FT,83.87,Normal,Carrier_A,12.0,53443.0
SHP04320H,Hyderabad,Rotterdam,Sea,Machinery,4320.0,2.51,8457.0,20FT,83.31,Normal,Carrier_D,19.0,67079.0
SHP04321K,Kolkata,London,Sea,Automotive Parts,4321.0,13.57,1060.0,40FT,76.48,Normal,Carrier_D,1.0,40682.0
SHP04322C,Chennai,New York,Road,Chemicals,4322.0,4.17,9136.0,40FT_HC,92.06,Normal,Carrier_B,19.0,117860.0
SHP04323M,Mumbai,London,Air,Automotive Parts,4323.0,1.85,11484.0,20FT,92.31,Off_Peak,Carrier_C,23.0,255584.0
SHP04324B,Bengaluru,Hamburg,Sea,Automotive Parts,4324.0,0.5,607.0,20FT,84.46,Normal,Carrier_E,2.0,18760.0
SHP04325D,Delhi,Colombo,Air,Machinery,4325.0,7.72,2727.0,40FT_HC,105.57,Normal,Carrier_B,5.0,186765.0
SHP04326D,Delhi,London,Road,General Merchandise,4326.0,12.92,6750.0,AIR_CARGO,90.46,Normal,Carrier_D,16.0,98809.0
SHP04327C,Chennai,London,Sea,Pharmaceuticals,4327.0,11.09,3008.0,40FT,101.78,Normal,Carrier_A,12.0,53190.0
SHP04328P,Pune,Shanghai,Road,Textiles,4328.0,3.45,9293.0,LCL,100.6,Normal,Carrier_E,15.0,123796.0
SHP04329H,Hyderabad,Colombo,Sea,Electronics,4329.0,2.94,4090.0,40FT,99.19,Normal,Carrier_A,8.0,59615.0
SHP04330C,Chennai,Singapore,Air,Furniture,4330.0,8.13,3877.0,40FT_HC,111.32,Normal,Carrier_D,7.0,188525.0
SHP04331H,Hyderabad,London,Sea,Textiles,4331.0,7.98,511.0,LCL,75.64,Normal,Carrier_A,2.0,18073.0
SHP04332M,Mumbai,London,Sea,General Merchandise,4332.0,2.16,3606.0,AIR_CARGO,77.72,Normal,Carrier_B,11.0,42412.0
SHP04333K,Kolkata,Hamburg,Sea,Furniture,4333.0,0.5,3003.0,40FT_HC,103.89,Normal,Carrier_A,9.0,52696.0
SHP04334B,Bengaluru,Dubai,Sea,Textiles,4334.0,10.0,4447.0,40FT,89.14,Peak,Carrier_B,10.0,57725.0
SHP04335D,Delhi,Hamburg,Sea,Chemicals,4335.0,4.33,2198.0,20FT,114.46,Off_Peak,Carrier_C,6.0,39596.0
SHP04336C,Chennai,London,Sea,Chemicals,4336.0,7.98,7338.0,40FT_HC,83.66,Peak,Carrier_E,15.0,74910.0
SHP04337B,Bengaluru,Shanghai,Sea,Machinery,4337.0,9.32,3246.0,40FT_HC,82.34,Normal,Carrier_A,9.0,45073.0
SHP04338H,Hyderabad,Hamburg,Road,Automotive Parts,4338.0,14.65,10065.0,40FT,98.53,Normal,Carrier_B,22.0,145773.0
SHP04339K,Kolkata,Shanghai,Sea,Furniture,4339.0,12.22,3772.0,AIR_CARGO,86.18,Peak,Carrier_D,10.0,57973.0
SHP04340D,Delhi,Colombo,Sea,General Merchandise,4340.0,10.85,2925.0,40FT,88.62,Normal,Carrier_D,3.0,48749.0
SHP04341D,Delhi,Shanghai,Sea,General Merchandise,4341.0,0.55,1153.0,40FT,111.84,Normal,Carrier_B,4.0,47698.0
SHP04342H,Hyderabad,New York,Sea,Textiles,4342.0,3.15,9009.0,AIR_CARGO,76.05,Peak,Carrier_E,18.0,60069.0
SHP04343K,Kolkata,Jebel Ali,Air,Machinery,4343.0,3.87,6344.0,AIR_CARGO,96.25,Normal,Carrier_C,16.0,199440.0
SHP04344D,Delhi,Colombo,Air,Textiles,4344.0,13.83,1809.0,40FT_HC,88.4,Off_Peak,Carrier_C,6.0,92170.0
SHP04345K,Kolkata,Jebel Ali,Sea,Textiles,4345.0,4.29,3045.0,20FT,88.84,Peak,Carrier_E,9.0,45568.0
SHP04346D,Delhi,London,Sea,General Merchandise,4346.0,13.11,11985.0,40FT,84.91,Off_Peak,Carrier_A,23.0,78958.0
SHP04347M,Mumbai,London,Air,Textiles,4347.0,4.34,9769.0,20FT,80.39,Peak,Carrier_B,22.0,230463.0
SHP04348H,Hyderabad,New York,Sea,Automotive Parts,4348.0,19.88,4523.0,AIR_CARGO,76.38,Normal,Carrier_C,13.0,44325.0
SHP04349K,Kolkata,Rotterdam,Sea,Textiles,4349.0,4.96,6739.0,AIR_CARGO,114.51,Off_Peak,Carrier_E,11.0,231217.0
SHP04350B,Bengaluru,Jebel Ali,Sea,Furniture,4350.0,10.79,5284.0,40FT,101.41,Off_Peak,Carrier_C,9.0,56110.0
SHP04351P,Pune,Hamburg,Air,Automotive Parts,4351.0,5.42,918.0,40FT_HC,106.09,Peak,Carrier_C,5.0,95395.0
SHP04352M,Mumbai,New York,Sea,General Merchandise,4352.0,7.8,9455.0,40FT,77.6,Normal,Carrier_A,19.0,62192.0
SHP04353A,Mumbai,Colombo,Sea,Machinery,4353.0,0.5,8745.0,40FT_HC,75.59,Peak,Carrier_C,20.0,58812.0
SHP04354B,Bengaluru,Singapore,Road,Chemicals,4354.0,1.16,5201.0,LCL,99.01,Normal,Carrier_B,12.0,72143.0
SHP04355H,Hyderabad,Hamburg,Sea,Furniture,4355.0,4.34,10228.0,40FT_HC,103.95,Normal,Carrier_E,22.0,100379.0
SHP04356D,Delhi,Shanghai,Sea,Automotive Parts,4356.0,2.86,6649.0,40FT,90.79,Normal,Carrier_A,13.0,64689.0
SHP04357A,Mumbai,London,Sea,Machinery,4357.0,10.53,1250.0,40FT,90.51,Normal,Carrier_A,5.0,38685.0
SHP04358B,Bengaluru,Colombo,Sea,Machinery,4358.0,14.67,3483.0,40FT_HC,90.38,Peak,Carrier_E,9.0,54742.0
SHP04359M,Mumbai,New York,Sea,Automotive Parts,4359.0,9.84,5810.0,20FT,81.11,Peak,Carrier_B,11.0,56260.0
SHP04360A,Mumbai,Jebel Ali,Sea,General Merchandise,4360.0,3.23,1690.0,40FT_HC,105.16,Peak,Carrier_C,7.0,55661.0
SHP04361A,Mumbai,Jebel Ali,Sea,Electronics,4361.0,39.88,7067.0,LCL,83.61,Off_Peak,Carrier_C,11.0,65796.0
SHP04362K,Kolkata,Los Angeles,Sea,Machinery,4362.0,1.01,1887.0,LCL,87.98,Peak,Carrier_B,6.0,35456.0
SHP04363C,Chennai,London,Air,Machinery,4363.0,11.89,2806.0,20FT,101.85,Normal,Carrier_D,5.0,174372.0
SHP04364B,Bengaluru,Hamburg,Sea,General Merchandise,4364.0,1.47,10781.0,LCL,75.0,Normal,Carrier_E,20.0,56834.0
SHP04365C,Chennai,Shanghai,Sea,General Merchandise,4365.0,10.91,11998.0,40FT,105.65,Normal,Carrier_B,26.0,118007.0
SHP04366H,Hyderabad,Shanghai,Air,Textiles,4366.0,10.22,6828.0,20FT,110.96,Normal,Carrier_C,12.0,274908.0
SHP04367B,Bengaluru,London,Sea,General Merchandise,4367.0,5.07,7626.0,20FT,77.06,Normal,Carrier_E,14.0,47541.0
SHP04368B,Bengaluru,Los Angeles,Sea,Machinery,4368.0,1.74,9670.0,20FT,98.66,Normal,Carrier_E,21.0,86219.0
SHP04369K,Kolkata,Los Angeles,Sea,Automotive Parts,4369.0,2.97,8506.0,40FT_HC,91.34,Normal,Carrier_C,15.0,69157.0
SHP04370D,Delhi,Hamburg,Sea,Electronics,4370.0,8.69,2598.0,40FT_HC,78.14,Off_Peak,Carrier_B,9.0,38890.0
SHP04371M,Mumbai,Los Angeles,Sea,Pharmaceuticals,4371.0,7.69,5234.0,20FT,102.29,Off_Peak,Carrier_D,13.0,62650.0
SHP04372M,Mumbai,New York,Sea,Textiles,4372.0,6.67,6654.0,LCL,99.49,Normal,Carrier_E,13.0,68621.0
SHP04373M,Mumbai,Los Angeles,Sea,Pharmaceuticals,4373.0,1.41,4637.0,40FT,100.71,Peak,Carrier_E,12.0,74259.0
SHP04374P,Pune,Jebel Ali,Sea,Automotive Parts,4374.0,0.5,2525.0,40FT,107.54,Normal,Carrier_E,3.0,54106.0
SHP04375H,Hyderabad,Dubai,Sea,Electronics,4375.0,12.18,8965.0,40FT_HC,86.48,Normal,Carrier_B,19.0,80211.0
SHP04376A,Mumbai,Rotterdam,Sea,Electronics,4376.0,4.0,2787.0,AIR_CARGO,102.08,Normal,Carrier_E,5.0,43968.0
SHP04377D,Delhi,Jebel Ali,Sea,Electronics,4377.0,3.56,3496.0,20FT,104.73,Normal,Carrier_C,7.0,54288.0
SHP04378C,Chennai,Jebel Ali,Air,Chemicals,4378.0,0.5,3795.0,AIR_CARGO,81.75,Normal,Carrier_C,8.0,105730.0
SHP04379M,Mumbai,Singapore,Sea,Automotive Parts,4379.0,4.38,2360.0,40FT,113.28,Normal,Carrier_A,9.0,63117.0
SHP04380P,Pune,Singapore,Sea,Furniture,4380.0,0.5,10270.0,40FT_HC,88.6,Peak,Carrier_E,20.0,91697.0
SHP04381C,Chennai,London,Sea,Textiles,4381.0,28.16,7522.0,40FT_HC,103.55,Normal,Carrier_D,16.0,113756.0
SHP04382D,Delhi,Singapore,Sea,Textiles,4382.0,6.87,10100.0,40FT_HC,105.16,Normal,Carrier_A,19.0,94753.0
SHP04383H,Hyderabad,London,Sea,Electronics,4383.0,1.58,6178.0,40FT_HC,95.16,Normal,Carrier_E,11.0,71242.0
SHP04384D,Delhi,Jebel Ali,Sea,Automotive Parts,4384.0,8.9,6475.0,40FT_HC,80.15,Peak,Carrier_E,12.0,62542.0
SHP04385K,Kolkata,Rotterdam,Sea,Chemicals,4385.0,12.97,7586.0,20FT,86.03,Peak,Carrier_B,16.0,101799.0
SHP04386A,Mumbai,Hamburg,Sea,Electronics,4386.0,8.45,4766.0,AIR_CARGO,84.37,Peak,Carrier_B,11.0,49771.0
SHP04387M,Mumbai,Hamburg,Road,General Merchandise,4387.0,4.92,6211.0,40FT,95.75,Off_Peak,Carrier_C,15.0,71161.0
SHP04388H,Hyderabad,Dubai,Sea,Furniture,4388.0,5.59,6790.0,40FT,85.45,Normal,Carrier_A,14.0,60360.0
SHP04389K,Kolkata,Colombo,Sea,Pharmaceuticals,4389.0,19.22,11466.0,40FT_HC,96.87,Normal,Carrier_A,22.0,104882.0
SHP04390M,Mumbai,Hamburg,Sea,Textiles,4390.0,6.33,10653.0,40FT_HC,86.53,Normal,Carrier_A,23.0,78593.0
SHP04391D,Delhi,Colombo,Sea,Pharmaceuticals,4391.0,7.22,1986.0,40FT_HC,75.04,Normal,Carrier_C,5.0,31728.0
SHP04392D,Delhi,Los Angeles,Sea,Machinery,4392.0,9.04,975.0,LCL,89.53,Normal,Carrier_D,1.0,27483.0
